Employee_ID,Department,Gender,Age,Job_Title,Hire_Date,Years_At_Company,Education_Level,Performance_Score,Monthly_Salary,Work_Hours_Per_Week,Projects_Handled,Overtime_Hours,Sick_Days,Remote_Work_Frequency,Team_Size,Training_Hours,Promotions,Employee_Satisfaction_Score,Resigned
2022,Sales,Female,27,Developer,03:05.6,3,Bachelor,5,75000,58,30,1,11,75,12,71,2,4.96,FALSE
2023,Customer Support,Male,29,Technician,03:05.6,1,Bachelor,5,52500,60,35,18,7,0,16,93,1,4.3,FALSE
2024,HR,Female,48,Technician,03:05.6,4,High School,2,42000,36,21,21,14,75,17,20,1,4.27,FALSE
2025,Operations,Female,22,Specialist,03:05.6,1,Bachelor,5,67500,31,31,21,11,25,5,7,1,1.08,FALSE
2026,Legal,Female,50,Developer,03:05.6,2,Bachelor,4,70000,59,17,12,12,50,11,85,0,4.65,FALSE
2027,Finance,Male,30,Specialist,03:05.6,9,Bachelor,4,63000,47,18,23,6,0,16,92,2,4.03,FALSE
2028,Customer Support,Female,59,Consultant,03:05.6,1,High School,1,60500,36,22,20,11,75,5,37,2,1.4,FALSE
2029,Finance,Female,39,Consultant,03:05.6,5,High School,4,77000,42,37,3,7,0,9,15,1,1.34,TRUE
2030,Sales,Male,45,Developer,03:05.6,2,Bachelor,2,60000,39,42,3,5,50,1,55,0,3.73,FALSE
2031,Engineering,Male,33,Developer,03:05.6,9,Bachelor,4,70000,59,33,13,1,25,7,70,0,1.05,TRUE
2032,Operations,Female,36,Engineer,03:05.6,7,Bachelor,1,66000,34,48,21,13,25,8,26,0,1.07,FALSE
2033,Engineering,Male,54,Manager,03:05.6,1,Bachelor,5,90000,45,17,9,2,50,8,77,1,4.89,FALSE
2034,Legal,Male,44,Analyst,03:05.6,6,High School,1,44000,48,43,18,12,75,18,77,2,4.73,FALSE
2035,Marketing,Female,29,Specialist,03:05.6,0,Bachelor,1,49500,44,5,14,9,50,18,24,2,2.95,FALSE
2036,Engineering,Female,58,Manager,03:05.6,4,Bachelor,1,66000,52,24,29,5,0,13,96,0,1.55,FALSE
2037,Operations,Male,37,Manager,03:05.6,2,Master,1,66000,60,43,12,11,75,18,25,2,3.92,FALSE
2038,Marketing,Female,22,Developer,03:05.6,3,Bachelor,4,70000,51,10,23,14,0,5,72,0,4.92,FALSE
2039,Customer Support,Male,22,Developer,03:05.6,1,High School,5,75000,49,27,6,0,75,2,9,0,2.63,FALSE
2040,Legal,Female,39,Specialist,03:05.6,6,High School,3,58500,31,10,27,9,100,13,25,0,4.67,FALSE
2041,Customer Support,Male,35,Specialist,03:05.6,7,Master,1,49500,38,40,21,2,25,17,60,0,1.01,FALSE
2042,Sales,Female,44,Consultant,03:05.6,7,High School,4,77000,56,46,26,7,75,12,62,1,4.85,FALSE
2043,Sales,Female,24,Consultant,03:05.6,3,Master,3,71500,39,21,16,2,100,13,1,1,1.34,TRUE
2044,Sales,Female,46,Specialist,03:05.6,0,High School,1,49500,36,25,20,7,0,18,84,1,4.42,FALSE
2045,Legal,Female,59,Analyst,03:05.6,0,High School,1,44000,55,22,26,2,25,10,47,1,4.2,FALSE
2046,Engineering,Male,49,Manager,03:05.6,0,Bachelor,1,66000,31,19,19,0,50,5,72,0,1.54,TRUE
2047,Marketing,Female,25,Developer,03:05.6,7,Bachelor,3,65000,35,37,20,1,75,3,11,2,4.82,FALSE
2048,Legal,Female,36,Analyst,03:05.6,0,Bachelor,5,60000,44,19,3,0,100,11,99,0,4.94,FALSE
2049,Customer Support,Female,23,Manager,03:05.6,2,High School,2,72000,30,29,25,2,100,19,13,1,4.79,FALSE
2050,Legal,Male,40,Analyst,03:05.6,9,High School,3,52000,57,12,16,7,75,1,16,2,4.19,FALSE
2051,Operations,Female,52,Manager,03:05.6,4,Bachelor,5,90000,57,47,6,10,75,14,86,0,1.27,FALSE
2052,IT,Female,39,Developer,03:05.6,7,Bachelor,1,55000,34,35,7,6,100,13,56,0,4.84,FALSE
2053,Operations,Female,48,Analyst,03:05.6,5,Master,4,56000,53,10,4,4,0,10,94,2,3.61,FALSE
2054,HR,Female,32,Analyst,03:05.6,7,High School,2,48000,56,43,20,2,0,17,64,0,1.19,FALSE
2055,Sales,Female,56,Analyst,03:05.6,6,Master,2,48000,49,29,11,13,75,6,9,2,3.9,FALSE
2056,Engineering,Other,42,Technician,03:05.6,9,Bachelor,4,49000,42,16,29,10,75,4,48,0,2.41,FALSE
2057,Operations,Other,50,Analyst,03:05.6,2,Bachelor,3,52000,52,30,3,14,100,3,37,1,3.77,FALSE
2058,Customer Support,Female,43,Developer,03:05.6,1,PhD,4,70000,34,17,6,0,75,14,15,2,3.67,FALSE
2059,Operations,Female,29,Analyst,03:05.6,3,Bachelor,4,56000,39,7,29,14,25,16,81,1,4.01,FALSE
2060,Customer Support,Female,52,Specialist,03:05.6,0,High School,3,58500,52,29,2,8,0,11,27,0,2.3,FALSE
2061,HR,Female,44,Consultant,03:05.6,7,Bachelor,4,77000,54,36,8,1,25,8,19,1,4.14,FALSE
2062,Legal,Female,55,Developer,03:05.6,5,Bachelor,1,55000,35,5,27,1,100,6,9,2,2.94,FALSE
2063,IT,Female,27,Analyst,03:05.6,5,Bachelor,2,48000,58,12,12,6,25,10,58,1,1.18,TRUE
2064,Sales,Female,47,Technician,03:05.6,8,Bachelor,2,42000,44,23,11,3,25,18,6,1,4.87,FALSE
2065,HR,Male,22,Technician,03:05.6,2,High School,3,45500,54,22,19,2,75,18,85,2,2.12,FALSE
2066,Customer Support,Male,25,Manager,03:05.6,6,Master,2,72000,33,12,10,4,0,17,63,2,3.82,FALSE
2067,Sales,Female,26,Technician,03:05.6,1,Bachelor,5,52500,46,3,8,10,0,7,39,1,2.56,FALSE
2068,Legal,Male,45,Manager,03:05.6,0,High School,2,72000,57,47,8,8,0,18,72,0,1.01,FALSE
2069,HR,Female,44,Analyst,03:05.6,2,Bachelor,1,44000,41,44,13,8,50,11,45,2,1.64,FALSE
2070,Marketing,Male,42,Engineer,03:05.6,8,Bachelor,4,84000,50,45,28,0,0,5,63,1,3.72,FALSE
2071,Marketing,Female,41,Analyst,03:05.6,1,High School,1,44000,55,40,7,3,100,9,72,0,3.58,FALSE
2072,Marketing,Female,45,Engineer,03:05.6,7,Bachelor,2,72000,38,40,9,2,0,13,29,0,4.04,FALSE
2073,Finance,Male,49,Developer,03:05.6,6,Bachelor,4,70000,45,28,4,0,50,10,86,1,4.43,FALSE
2074,Sales,Male,51,Engineer,03:05.6,0,Bachelor,5,90000,55,8,16,5,50,7,51,1,2.52,FALSE
2075,Marketing,Male,31,Developer,03:05.6,1,High School,2,60000,59,25,5,13,75,15,94,2,3.67,FALSE
2076,IT,Female,43,Analyst,03:05.6,9,PhD,5,60000,55,11,22,11,25,5,23,1,2.99,FALSE
2077,Operations,Female,44,Specialist,03:05.6,7,High School,4,63000,33,11,5,11,0,3,77,1,1.12,FALSE
2078,HR,Other,31,Analyst,03:05.6,3,High School,2,48000,52,40,17,14,0,1,6,1,3.88,FALSE
2079,Legal,Female,51,Technician,03:05.6,4,High School,1,38500,52,16,28,4,25,3,90,1,2.74,FALSE
2080,IT,Male,52,Engineer,03:05.6,2,Bachelor,4,84000,43,4,20,2,50,13,93,2,2.52,FALSE
2081,Finance,Female,22,Technician,03:05.6,6,High School,3,45500,51,7,19,14,75,13,36,2,1.53,FALSE
2082,Operations,Male,43,Manager,03:05.6,6,High School,3,78000,42,0,8,9,50,16,2,2,3.61,FALSE
2083,Customer Support,Male,48,Developer,03:05.6,1,Bachelor,2,60000,51,7,18,1,25,1,63,0,4.66,FALSE
2084,Customer Support,Male,55,Specialist,03:05.6,9,Master,4,63000,52,38,17,4,100,15,23,1,2.88,TRUE
2085,Finance,Male,23,Consultant,03:05.6,8,Master,1,60500,41,39,24,12,75,10,11,1,3.31,FALSE
2086,Sales,Female,37,Technician,03:05.6,9,Bachelor,2,42000,48,22,16,14,75,16,30,0,3.85,FALSE
2087,Engineering,Male,25,Engineer,03:05.6,4,Bachelor,4,84000,45,23,24,5,50,5,50,0,2.67,FALSE
2088,Finance,Female,22,Specialist,03:05.6,9,Master,5,67500,49,25,0,11,75,9,10,1,4.06,FALSE
2089,Customer Support,Male,36,Developer,03:05.6,1,Bachelor,3,65000,32,48,27,14,25,1,68,1,1.58,FALSE
2090,Marketing,Female,37,Developer,03:05.6,6,PhD,1,55000,59,34,9,6,0,6,45,0,3.97,FALSE
2091,IT,Male,48,Engineer,03:05.6,2,Master,4,84000,44,8,23,8,100,7,75,2,1.6,FALSE
2092,IT,Male,48,Analyst,03:05.6,5,Bachelor,5,60000,54,18,29,3,75,12,51,1,3.73,TRUE
2093,IT,Female,38,Engineer,03:05.6,6,High School,5,90000,42,44,19,11,100,8,76,0,4.5,FALSE
2094,Sales,Female,58,Developer,03:05.6,8,Bachelor,5,75000,39,37,25,3,75,11,22,0,4.53,FALSE
2095,IT,Male,43,Manager,03:05.6,7,Bachelor,1,66000,56,31,4,4,100,9,77,0,4.81,FALSE
2096,Marketing,Male,55,Developer,03:05.6,0,High School,4,70000,53,20,23,7,0,14,82,2,4.66,FALSE
2097,HR,Female,35,Technician,03:05.6,9,Bachelor,1,38500,32,17,13,11,75,17,90,0,4.74,FALSE
2098,Sales,Male,47,Analyst,03:05.6,4,High School,1,44000,34,39,14,7,50,7,70,0,3.24,FALSE
2099,Customer Support,Other,27,Consultant,03:05.6,4,Bachelor,5,82500,37,0,0,1,50,6,27,2,4.2,FALSE
2100,Finance,Female,37,Consultant,03:05.6,2,PhD,3,71500,30,11,4,12,50,18,77,2,2.34,FALSE
2101,Operations,Other,51,Specialist,03:05.6,8,Master,4,63000,59,42,24,7,75,14,27,2,4.94,FALSE
2102,Engineering,Female,54,Consultant,03:05.6,5,Master,2,66000,54,35,3,8,100,3,82,0,3.82,FALSE
2103,Customer Support,Female,38,Engineer,03:05.6,2,Bachelor,3,78000,47,33,3,14,100,11,58,0,1.27,FALSE
2104,HR,Male,30,Engineer,03:05.6,9,Bachelor,4,84000,60,12,0,13,0,18,73,1,1.27,FALSE
2105,Operations,Male,43,Engineer,03:05.6,2,Bachelor,3,78000,35,16,4,3,75,12,9,0,4.35,FALSE
2106,Legal,Female,47,Developer,03:05.6,5,Bachelor,3,65000,58,10,25,2,100,12,34,0,2.65,FALSE
2107,Legal,Female,38,Consultant,03:05.6,8,Bachelor,4,77000,35,17,17,8,0,8,3,2,2.38,FALSE
2108,HR,Female,57,Technician,03:05.6,4,Bachelor,4,49000,55,48,3,13,100,4,95,1,4.87,FALSE
2109,Customer Support,Male,55,Consultant,03:05.6,6,Bachelor,5,82500,33,19,14,13,0,15,97,0,2.16,TRUE
2110,Customer Support,Male,48,Engineer,03:05.6,3,High School,2,72000,52,36,16,5,25,5,99,2,2.35,FALSE
2111,HR,Male,60,Developer,03:05.6,7,High School,1,55000,55,22,25,9,75,12,30,2,1.9,FALSE
2112,Marketing,Male,57,Engineer,03:05.6,7,Bachelor,2,72000,56,25,13,14,0,16,60,1,1.6,FALSE
2113,Marketing,Male,38,Manager,03:05.6,1,High School,1,66000,50,24,24,10,100,1,82,0,3.81,FALSE
2114,Finance,Male,58,Analyst,03:05.6,6,High School,3,52000,40,25,1,5,100,19,82,1,1.29,FALSE
2115,Engineering,Female,36,Developer,03:05.6,6,High School,2,60000,30,0,0,13,0,15,29,1,4.34,FALSE
2116,Operations,Female,46,Engineer,03:05.6,3,Master,4,84000,60,19,16,10,0,15,13,0,4.12,FALSE
2117,Customer Support,Female,53,Specialist,03:05.6,0,Bachelor,2,54000,57,27,6,2,75,6,37,1,4.42,FALSE
2118,Finance,Female,22,Analyst,03:05.6,5,Master,2,48000,42,16,2,12,75,8,97,2,2.62,TRUE
2119,Finance,Other,42,Analyst,03:05.6,2,Bachelor,3,52000,32,11,19,1,25,7,67,0,1.51,FALSE
2120,IT,Male,25,Specialist,03:05.6,2,Bachelor,4,63000,52,9,9,13,75,2,41,2,1.29,FALSE
2121,Marketing,Male,43,Technician,03:05.6,0,Bachelor,5,52500,39,25,4,2,25,16,70,2,2.93,FALSE
2122,Operations,Male,51,Technician,03:05.6,9,High School,4,49000,49,13,10,13,50,3,44,0,2.07,TRUE
2123,Legal,Male,34,Engineer,03:05.6,3,High School,1,66000,39,21,20,7,75,15,93,0,4.87,FALSE
2124,Finance,Male,32,Developer,03:05.6,7,High School,5,75000,33,19,17,8,75,14,73,1,3.18,FALSE
2125,Customer Support,Male,58,Consultant,03:05.6,5,High School,4,77000,59,17,19,11,0,3,51,0,2.57,FALSE
2126,Marketing,Male,54,Technician,03:05.6,2,Bachelor,1,38500,42,17,25,1,100,14,9,2,4.69,FALSE
2127,Operations,Male,48,Technician,03:05.6,7,Bachelor,3,45500,56,48,11,10,25,3,17,1,1.45,FALSE
2128,Marketing,Female,41,Analyst,03:05.6,2,High School,5,60000,57,25,7,3,25,11,32,0,1.58,FALSE
2129,Sales,Other,52,Manager,03:05.6,3,Bachelor,2,72000,42,23,18,12,75,18,51,1,3.24,FALSE
2130,HR,Other,51,Manager,03:05.6,6,Bachelor,2,72000,34,8,12,3,0,15,42,2,1.27,FALSE
2131,Finance,Female,22,Manager,03:05.6,6,High School,4,84000,33,39,27,9,50,3,6,1,1.52,FALSE
2132,Engineering,Other,45,Consultant,03:05.6,8,Bachelor,5,82500,54,0,14,10,50,4,12,0,3.59,TRUE
2133,Sales,Male,25,Technician,03:05.6,6,Bachelor,3,45500,31,11,19,0,50,10,39,0,2.15,FALSE
2134,Marketing,Female,22,Consultant,03:05.6,0,High School,5,82500,59,10,12,2,0,14,85,0,1.94,FALSE
2135,HR,Female,27,Consultant,03:05.6,9,Bachelor,5,82500,51,28,3,13,25,2,92,2,1.09,FALSE
2136,IT,Female,27,Specialist,03:05.6,9,High School,5,67500,52,37,3,2,75,12,11,0,1.46,FALSE
2137,Legal,Male,56,Manager,03:05.6,6,High School,3,78000,41,20,26,3,25,2,23,2,3.04,FALSE
2138,IT,Male,48,Engineer,03:05.6,8,High School,4,84000,47,9,18,5,100,9,93,1,3.33,FALSE
2139,Engineering,Other,39,Consultant,03:05.6,8,Bachelor,1,60500,50,11,2,8,0,9,10,1,2.66,FALSE
2140,Customer Support,Female,58,Developer,03:05.6,1,High School,5,75000,31,45,0,6,50,19,68,0,3.98,FALSE
2141,IT,Female,55,Analyst,03:05.6,9,Master,3,52000,36,34,13,12,50,18,98,0,2.83,FALSE
2142,Engineering,Female,55,Analyst,03:05.6,6,Bachelor,2,48000,32,15,3,10,75,18,17,1,1.21,FALSE
2143,IT,Male,22,Analyst,03:05.6,3,Bachelor,3,52000,37,13,18,13,75,10,22,1,3.28,FALSE
2144,HR,Female,23,Developer,03:05.6,7,High School,1,55000,43,32,23,7,100,5,18,2,3.42,FALSE
2145,Sales,Male,53,Technician,03:05.6,1,Bachelor,4,49000,34,9,4,11,75,12,81,1,3.54,FALSE
2146,Legal,Male,35,Manager,03:05.6,8,Bachelor,4,84000,43,2,27,0,0,5,98,1,1.19,FALSE
2147,Marketing,Female,42,Technician,03:05.6,2,PhD,3,45500,54,21,19,8,0,11,77,2,2.85,FALSE
2148,Marketing,Female,60,Engineer,03:05.6,6,Bachelor,5,90000,40,48,15,10,0,6,97,0,3.55,FALSE
2149,Operations,Male,45,Developer,03:05.6,3,Bachelor,3,65000,34,29,0,14,100,7,19,0,3.91,FALSE
2150,HR,Male,50,Technician,03:05.6,6,Bachelor,3,45500,38,46,25,13,50,18,0,2,2.59,TRUE
2151,Finance,Female,41,Manager,03:05.6,3,High School,3,78000,30,12,9,14,75,3,53,2,3.63,FALSE
2152,Operations,Female,44,Technician,03:05.6,2,Bachelor,4,49000,55,19,13,14,75,4,73,2,2.4,FALSE
2153,Customer Support,Male,46,Technician,03:05.6,3,Bachelor,1,38500,48,15,13,2,100,10,89,1,1.49,FALSE
2154,HR,Female,53,Developer,03:05.6,9,PhD,3,65000,51,36,13,13,75,9,10,2,3.13,FALSE
2155,Sales,Male,57,Specialist,03:05.6,9,Bachelor,3,58500,42,20,7,9,25,10,81,0,4.41,FALSE
2156,Sales,Female,27,Specialist,03:05.6,9,Bachelor,1,49500,37,7,11,11,100,4,31,0,1.59,FALSE
2157,IT,Male,34,Consultant,03:05.6,6,Bachelor,1,60500,55,7,4,7,0,9,19,2,4.28,FALSE
2158,Operations,Male,41,Specialist,03:05.6,3,Bachelor,3,58500,38,0,29,8,100,1,57,0,3.89,FALSE
2159,IT,Male,40,Consultant,03:05.6,1,Bachelor,1,60500,55,4,15,4,25,13,73,2,2.87,FALSE
2160,HR,Female,35,Developer,03:05.6,1,Bachelor,5,75000,36,9,10,11,50,19,4,1,2.24,FALSE
2161,Customer Support,Male,52,Consultant,03:05.6,5,PhD,1,60500,56,13,2,12,25,11,84,0,2.59,FALSE
2162,Finance,Female,59,Engineer,03:05.6,2,Bachelor,2,72000,58,28,22,2,75,3,76,2,4.9,FALSE
2163,Legal,Female,46,Manager,03:05.6,0,High School,4,84000,42,42,21,14,0,6,25,2,1.74,FALSE
2164,Sales,Male,50,Analyst,03:05.6,1,Bachelor,4,56000,33,3,18,4,75,8,46,1,4.24,FALSE
2165,Engineering,Female,33,Manager,03:05.6,8,High School,5,90000,60,29,27,0,100,15,10,0,2.71,FALSE
2166,Sales,Female,52,Engineer,03:05.6,3,High School,3,78000,52,2,18,9,75,1,18,1,1.65,FALSE
2167,Marketing,Male,53,Engineer,03:05.6,1,Bachelor,3,78000,45,11,3,7,100,17,25,0,2.27,FALSE
2168,Sales,Male,41,Specialist,03:05.6,7,Bachelor,1,49500,43,35,8,0,50,5,37,1,3.5,FALSE
2169,Sales,Male,58,Specialist,03:05.6,8,Bachelor,3,58500,56,39,7,12,25,8,38,2,1.98,FALSE
2170,Sales,Male,49,Engineer,03:05.6,6,High School,3,78000,34,15,0,2,75,1,32,1,3.36,FALSE
2171,Sales,Female,26,Technician,03:05.6,2,Bachelor,5,52500,31,9,18,14,25,3,51,2,2.23,FALSE
2172,Marketing,Female,37,Manager,03:05.6,5,Bachelor,5,90000,40,22,26,5,0,1,85,1,2.98,FALSE
2173,IT,Male,54,Specialist,03:05.6,4,High School,1,49500,34,10,29,3,100,12,30,2,3.22,FALSE
2174,IT,Other,30,Manager,03:05.6,6,Master,2,72000,57,10,1,8,75,19,25,0,4.42,FALSE
2175,HR,Male,44,Engineer,03:05.6,5,High School,1,66000,37,8,19,4,50,7,40,1,4,FALSE
2176,Finance,Female,39,Engineer,03:05.6,0,Bachelor,3,78000,49,24,27,6,0,1,73,2,3.24,FALSE
2177,HR,Male,40,Developer,03:05.6,9,Bachelor,5,75000,60,23,3,13,100,6,57,0,3.61,FALSE
2178,Legal,Male,29,Consultant,03:05.6,6,High School,5,82500,59,0,22,3,0,2,84,0,3.62,FALSE
2179,Legal,Male,57,Analyst,03:05.6,9,Master,1,44000,54,39,29,11,25,10,67,0,1.62,FALSE
2180,Finance,Male,39,Developer,03:05.6,6,Bachelor,3,65000,58,15,23,9,75,6,73,1,1.08,FALSE
2181,Sales,Male,55,Manager,03:05.6,4,Master,5,90000,45,12,4,11,50,17,96,2,3.59,FALSE
2182,IT,Male,54,Technician,03:05.6,9,High School,3,45500,34,7,1,6,25,17,37,1,3.02,FALSE
2183,Operations,Female,49,Manager,03:05.6,2,Master,2,72000,47,7,0,11,100,2,62,1,1.25,FALSE
2184,Marketing,Male,41,Specialist,03:05.6,9,Bachelor,5,67500,38,27,7,4,0,9,96,0,3.39,FALSE
2185,HR,Male,36,Analyst,03:05.6,9,Bachelor,4,56000,32,34,20,5,50,17,39,1,3.66,FALSE
2186,HR,Male,54,Developer,03:05.6,3,Bachelor,3,65000,59,27,9,7,0,18,39,2,3.72,FALSE
2187,HR,Male,27,Technician,03:05.6,0,High School,4,49000,49,0,8,4,0,1,72,0,1.81,FALSE
2188,Engineering,Female,37,Engineer,03:05.6,6,Bachelor,5,90000,59,20,29,11,100,6,54,1,2.22,FALSE
2189,HR,Male,34,Specialist,03:05.6,4,High School,5,67500,59,21,21,8,50,12,52,0,3.01,FALSE
2190,Sales,Female,58,Analyst,03:05.6,2,Bachelor,3,52000,30,36,22,2,0,19,43,0,1.4,FALSE
2191,Legal,Female,39,Developer,03:05.6,8,Master,1,55000,58,33,22,6,50,11,1,2,4.23,FALSE
2192,Operations,Female,28,Consultant,03:05.6,2,High School,5,82500,40,46,20,8,0,8,34,1,4.15,FALSE
2193,Sales,Male,44,Consultant,03:05.6,0,High School,5,82500,43,2,10,6,0,6,5,1,2.15,TRUE
2194,HR,Female,36,Consultant,03:05.6,3,Bachelor,5,82500,51,7,16,1,100,15,22,0,1.81,FALSE
2195,Legal,Female,51,Engineer,03:05.6,4,High School,2,72000,58,5,15,4,100,4,51,0,4.05,FALSE
2196,HR,Male,27,Analyst,03:05.6,6,Bachelor,5,60000,40,1,29,7,50,10,93,2,4.83,FALSE
2197,Finance,Male,33,Consultant,03:05.6,3,High School,4,77000,60,49,5,14,0,18,7,2,3.32,FALSE
2198,Engineering,Male,48,Specialist,03:05.6,7,Master,4,63000,30,27,29,13,75,16,20,1,2.64,FALSE
2199,Engineering,Male,49,Engineer,03:05.6,1,Bachelor,2,72000,46,36,21,13,100,11,92,2,1.69,FALSE
2200,Customer Support,Male,46,Engineer,03:05.6,7,Bachelor,3,78000,35,47,18,3,0,2,59,1,2.89,FALSE
2201,Engineering,Male,35,Engineer,03:05.6,1,Bachelor,3,78000,45,14,12,4,100,10,56,2,3.19,FALSE
2202,Finance,Female,56,Engineer,03:05.6,1,Bachelor,4,84000,30,49,12,5,25,1,52,1,3.06,TRUE
2203,HR,Male,40,Developer,03:05.6,8,Bachelor,1,55000,34,26,12,4,75,1,18,0,1.98,FALSE
2204,Customer Support,Male,44,Technician,03:05.6,9,Bachelor,2,42000,30,33,8,5,75,5,80,0,1.93,FALSE
2205,Operations,Male,39,Manager,03:05.6,3,Master,2,72000,54,31,0,3,100,9,41,0,4.4,FALSE
2206,Engineering,Male,24,Engineer,03:05.6,4,Bachelor,4,84000,45,12,20,12,25,15,53,2,2.78,FALSE
2207,Sales,Female,38,Engineer,03:05.6,1,Bachelor,4,84000,31,36,7,11,25,14,36,2,2.34,TRUE
2208,Marketing,Other,48,Manager,03:05.6,7,Bachelor,2,72000,45,21,26,2,100,16,58,1,1.92,FALSE
2209,Engineering,Male,40,Consultant,03:05.6,8,High School,4,77000,30,16,9,7,50,5,89,1,2.92,FALSE
2210,Sales,Male,52,Specialist,03:05.6,7,Bachelor,5,67500,30,21,11,13,100,9,50,2,1.98,FALSE
2211,Sales,Female,56,Technician,03:05.6,3,High School,2,42000,49,5,28,2,25,13,45,1,2.19,FALSE
2212,Finance,Female,32,Developer,03:05.6,0,High School,2,60000,34,35,4,0,75,1,86,1,3.06,FALSE
2213,Engineering,Male,52,Technician,03:05.6,7,High School,2,42000,30,42,18,1,25,15,15,1,1.76,FALSE
2214,Operations,Male,33,Analyst,03:05.6,7,Bachelor,2,48000,39,22,13,12,100,3,79,2,2.82,FALSE
2215,Legal,Male,38,Specialist,03:05.6,2,Bachelor,2,54000,50,43,21,3,0,2,37,0,1.44,FALSE
2216,HR,Male,60,Analyst,03:05.6,5,Bachelor,5,60000,47,33,24,11,50,13,54,1,3.07,FALSE
2217,Finance,Female,44,Analyst,03:05.6,1,High School,2,48000,32,45,6,5,100,18,51,2,1.34,TRUE
2218,HR,Female,36,Engineer,03:05.6,0,Bachelor,5,90000,34,37,15,9,75,10,8,1,4.89,FALSE
2219,Engineering,Male,37,Specialist,03:05.6,9,Bachelor,3,58500,59,38,8,13,75,11,48,2,2.97,FALSE
2220,Engineering,Female,41,Technician,03:05.6,2,Bachelor,3,45500,53,19,4,7,75,4,68,2,4.88,FALSE
2221,Operations,Male,56,Analyst,03:05.6,7,High School,2,48000,46,5,0,3,100,7,53,0,3.61,FALSE
2222,Finance,Male,52,Consultant,03:05.6,7,Bachelor,2,66000,52,15,27,8,0,8,83,0,4.37,FALSE
2223,Legal,Female,55,Technician,03:05.6,5,Bachelor,2,42000,58,48,5,5,0,16,17,2,1.9,FALSE
2224,Customer Support,Female,22,Consultant,03:05.6,8,High School,4,77000,47,46,4,4,100,16,51,2,1.16,FALSE
2225,HR,Male,39,Analyst,03:05.6,0,Bachelor,4,56000,48,3,2,8,25,15,65,2,3.36,FALSE
2226,Customer Support,Female,30,Engineer,03:05.6,4,Bachelor,2,72000,35,22,6,6,75,16,84,2,2.71,FALSE
2227,IT,Male,22,Specialist,03:05.6,0,Bachelor,4,63000,34,7,10,13,0,8,70,1,4.51,FALSE
2228,Marketing,Male,49,Specialist,03:05.6,8,Bachelor,3,58500,55,12,16,0,75,3,74,2,3.65,FALSE
2229,IT,Other,28,Consultant,03:05.6,3,Bachelor,5,82500,52,23,18,1,0,19,51,2,2.16,FALSE
2230,Finance,Female,56,Developer,03:05.6,9,High School,2,60000,42,35,25,14,100,16,90,0,4.41,FALSE
2231,Marketing,Female,34,Consultant,03:05.6,8,High School,1,60500,53,28,3,3,75,11,48,1,3.37,FALSE
2232,IT,Male,26,Consultant,03:05.6,4,High School,2,66000,57,6,15,10,25,1,76,2,4.77,FALSE
2233,Customer Support,Female,47,Specialist,03:05.6,1,High School,4,63000,30,42,12,13,50,7,34,1,4.67,FALSE
2234,Finance,Male,30,Technician,03:05.6,6,Master,5,52500,60,34,21,4,75,18,19,0,1.93,FALSE
2235,Engineering,Male,28,Engineer,03:05.6,4,Bachelor,1,66000,31,15,19,7,100,6,79,2,4.79,FALSE
2236,Customer Support,Male,52,Analyst,03:05.6,3,Bachelor,2,48000,53,42,16,14,100,5,84,2,2.06,FALSE
2237,IT,Male,37,Specialist,03:05.6,2,Bachelor,3,58500,60,33,24,2,100,4,17,2,4.78,FALSE
2238,Customer Support,Male,27,Specialist,03:05.6,1,Master,5,67500,42,26,7,11,50,8,64,2,4.58,TRUE
2239,HR,Female,58,Engineer,03:05.6,1,Bachelor,4,84000,31,33,21,12,75,10,48,0,4.13,FALSE
2240,Marketing,Male,46,Technician,03:05.6,2,Bachelor,1,38500,41,33,5,9,0,12,83,2,2.35,FALSE
2241,Legal,Male,58,Manager,03:05.6,6,Bachelor,3,78000,32,25,19,9,25,12,41,1,2.86,FALSE
2242,HR,Female,38,Manager,03:05.6,2,Master,3,78000,39,10,11,5,50,16,76,2,4.94,FALSE
2243,Operations,Other,49,Consultant,03:05.6,8,High School,5,82500,41,22,8,13,100,2,91,0,3.42,TRUE
2244,Sales,Male,34,Consultant,03:05.6,4,High School,1,60500,35,42,24,9,100,1,35,2,4.99,FALSE
2245,HR,Male,57,Engineer,03:05.6,1,Bachelor,4,84000,59,4,21,8,75,1,72,2,1.49,FALSE
2246,Customer Support,Female,29,Manager,03:05.6,2,Bachelor,3,78000,41,2,9,13,100,5,52,1,3.28,FALSE
2247,Marketing,Male,28,Consultant,03:05.6,4,High School,3,71500,46,2,25,11,25,14,5,2,2.31,FALSE
2248,Marketing,Male,49,Developer,03:05.6,8,High School,5,75000,60,23,2,5,50,15,77,2,2.71,FALSE
2249,Legal,Male,46,Consultant,03:05.6,1,High School,5,82500,37,48,10,11,0,8,69,1,2.69,FALSE
2250,Finance,Male,58,Engineer,03:05.6,6,Bachelor,5,90000,57,40,29,9,0,3,28,2,2.86,FALSE
2251,Finance,Male,46,Manager,03:05.6,0,Bachelor,1,66000,33,2,16,14,25,4,37,1,3.48,FALSE
2252,Finance,Male,42,Developer,03:05.6,3,Bachelor,3,65000,47,35,17,10,25,4,2,0,1.17,FALSE
2253,Sales,Male,27,Manager,03:05.6,0,High School,3,78000,43,24,22,14,25,16,88,2,1.18,FALSE
2254,Marketing,Male,50,Technician,03:05.6,3,Master,3,45500,46,16,23,9,100,4,7,1,3.91,FALSE
